Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Cluster
Argentina,2021,Meat & Seafood,49420.7,48154.17,159.25,548.37,66.69,1
Russia,2022,Grains & Cereals,10154.62,11557.75,121.16,93.24,52.13,0
Saudi Arabia,2023,Prepared Food,10271.44,10902.15,130.23,342.36,59.77,0
Italy,2022,Fruits & Vegetables,7387.669999999998,6592.27,162.25,310.59,35.77,0
South Africa,2023,Dairy Products,30586.38,28529.85,21.61,653.86,62.26,1
Saudi Arabia,2020,Dairy Products,22837.5,24524.92,38.43,642.13,61.1,0
South Africa,2020,Meat & Seafood,5453.639999999999,5401.48,59.39,1172.64,63.93,0
Canada,2018,Dairy Products,39668.22,42869.87,123.85,222.12,58.05,1
Australia,2024,Fruits & Vegetables,30169.17,24451.32,145.75,560.4,38.95,1
Germany,2022,Frozen Food,18581.47,17912.97,25.24,636.98,46.62,0
Indonesia,2018,Bakery Items,24399.68,28258.6,104.23,1269.21,53.08,1
China,2022,Beverages,9330.53,10553.98,198.22,477.18,38.71,0
Italy,2023,Fruits & Vegetables,31640.72,35128.75,136.76,1095.91,56.7,1
Japan,2019,Meat & Seafood,9673.869999999999,10923.68,153.44,1181.62,45.02,0
Argentina,2021,Fruits & Vegetables,24999.17,21631.22,60.68,427.12,66.02,0
Russia,2020,Bakery Items,2724.2299999999996,2696.9000000000015,197.1,698.55,35.46,0
Mexico,2024,Beverages,44657.84,39602.83,112.49,1186.47,57.8,1
Italy,2019,Bakery Items,10222.620000000003,9346.45,182.78,1001.16,47.36,0
Argentina,2022,Prepared Food,49077.56,43299.18,157.78,751.16,58.34,1
South Africa,2019,Prepared Food,17956.52,20776.17,53.38,1020.89,40.45,0
Australia,2022,Fruits & Vegetables,44018.09,40651.87,56.74,520.98,50.79,1
Canada,2023,Beverages,38240.08,40202.81,81.28,1267.55,47.73,1
Russia,2020,Bakery Items,42108.4,41111.41,145.08,774.3,50.21,1
Indonesia,2018,Dairy Products,44584.14,52667.37,72.72,458.48,67.42,1
UK,2022,Prepared Food,11790.92,10744.15,76.64,1181.97,68.11,0
Spain,2018,Dairy Products,23203.3,22950.99,120.83,57.27,41.4,0
Japan,2020,Beverages,36282.29,38887.61,31.53,1284.13,45.7,1
Spain,2019,Prepared Food,26672.64,28769.77,154.78,945.8,62.43,1
China,2018,Frozen Food,14181.6,14290.25,42.93,789.09,53.46,0
India,2018,Grains & Cereals,2657.3499999999985,2749.4300000000003,105.85,719.87,38.16,0
Russia,2018,Beverages,10214.520000000002,10766.71,130.54,122.3,34.91,0
South Korea,2022,Prepared Food,22759.88,23150.96,140.15,1164.68,30.96,0
Canada,2024,Meat & Seafood,49289.97,45872.9,193.92,785.38,39.14,1
Canada,2019,Frozen Food,8252.21,9074.6,49.69,1207.75,46.97,0
Turkey,2020,Fruits & Vegetables,7815.040000000001,8006.6500000000015,43.23,695.57,52.44,0
Russia,2022,Fruits & Vegetables,4066.9300000000003,3535.25,34.09,763.98,48.21,0
Germany,2023,Prepared Food,34123.41,28542.1,98.44,1087.99,42.48,1
Mexico,2022,Fruits & Vegetables,19883.54,20482.16,89.54,143.28,41.04,0
Japan,2024,Grains & Cereals,32403.48,34763.83,86.95,1116.02,42.14,1
Russia,2021,Beverages,27915.58,29184.68,169.61,373.93,30.25,1
Germany,2019,Frozen Food,28594.17,26009.58,107.98,628.83,56.65,1
Argentina,2024,Frozen Food,45663.94,49092.95,193.39,1099.33,62.77,1
Argentina,2019,Frozen Food,4872.529999999999,5391.970000000001,115.87,749.74,51.91,0
Australia,2019,Beverages,29752.19,35634.72,81.62,139.64,61.1,1
Russia,2021,Dairy Products,741.25,702.1500000000015,27.0,1232.46,59.3,0
Canada,2019,Frozen Food,951.4900000000016,971.5900000000001,59.51,239.46,42.48,0
Australia,2021,Grains & Cereals,23084.31,22540.78,72.82,598.04,61.42,0
Canada,2018,Fruits & Vegetables,28482.39,32840.47,173.83,1255.64,56.4,1
Indonesia,2019,Dairy Products,20993.04,23060.49,85.23,1086.6,53.34,0
France,2023,Meat & Seafood,45741.0,53825.92,118.48,486.24,54.47,1
India,2020,Prepared Food,15487.59,13728.5,162.98,221.65,54.56,0
Brazil,2020,Prepared Food,37501.84,32638.08,149.76,241.81,54.74,1
China,2024,Bakery Items,20898.45,18035.66,85.24,1037.91,69.63,0
South Africa,2018,Dairy Products,32954.42,36165.45,121.48,1025.46,36.95,1
Spain,2023,Frozen Food,44885.35,44685.57,168.07,1255.06,57.06,1
UK,2023,Beverages,48844.63,45591.87,155.9,252.03,60.28,1
Mexico,2022,Prepared Food,25266.57,29103.97,23.08,365.87,30.77,1
Mexico,2022,Grains & Cereals,29858.48,26602.0,148.96,1148.6,60.14,1
Spain,2024,Prepared Food,34453.36,37407.49,129.69,401.37,39.76,1
France,2020,Dairy Products,5843.610000000001,5831.34,183.29,945.2,60.94,0
Turkey,2023,Bakery Items,38423.54,38743.01,184.79,816.25,30.18,1
Turkey,2021,Fruits & Vegetables,21529.71,20410.14,57.39,791.89,37.96,0
USA,2023,Grains & Cereals,27290.77,24428.52,132.97,913.05,53.23,1
USA,2022,Bakery Items,41358.45,38242.08,29.43,1344.69,69.82,1
South Africa,2021,Dairy Products,35704.42,34459.55,110.88,1098.53,46.83,1
France,2020,Bakery Items,16853.16,17040.69,32.64,284.86,68.65,0
South Korea,2024,Fruits & Vegetables,37078.59,39001.29,59.38,137.16,36.34,1
South Korea,2020,Beverages,22346.15,21709.58,194.72,465.73,47.47,0
Australia,2020,Prepared Food,43672.96,47834.03,60.42,1259.67,57.85,1
Argentina,2019,Prepared Food,9645.98,11083.33,49.54,146.01,33.29,0
Germany,2018,Beverages,2050.369999999999,1861.119999999999,40.55,263.21,56.11,0
Australia,2020,Prepared Food,2655.5200000000004,2170.41,22.1,963.92,45.81,0
Argentina,2023,Prepared Food,6588.75,6546.040000000001,117.77,415.85,33.41,0
Mexico,2023,Grains & Cereals,1807.3400000000001,1560.3300000000017,123.17,224.6,34.31,0
Saudi Arabia,2024,Fruits & Vegetables,46722.63,51041.87,32.36,1361.24,51.98,1
France,2023,Beverages,46815.03,40941.21,144.09,549.6,56.11,1
Mexico,2018,Beverages,33769.17,38293.01,71.84,208.15,67.68,1
China,2024,Bakery Items,16024.39,16640.57,20.84,1030.14,50.39,0
India,2024,Frozen Food,15502.28,13784.37,131.25,1331.08,58.81,0
Russia,2024,Fruits & Vegetables,8983.06,10583.84,72.74,402.0,54.62,0
India,2021,Dairy Products,19195.97,20988.26,169.68,422.31,43.97,0
France,2022,Grains & Cereals,32301.18,37418.51,88.09,208.25,57.91,1
Saudi Arabia,2020,Fruits & Vegetables,4887.73,5265.029999999999,22.07,897.92,58.72,0
China,2023,Beverages,3712.380000000001,3146.9300000000003,157.55,709.35,43.42,0
Japan,2023,Dairy Products,5114.299999999999,4884.279999999999,33.62,148.41,31.32,0
Indonesia,2022,Bakery Items,39060.62,34962.3,199.92,885.96,44.17,1
Germany,2019,Fruits & Vegetables,40255.89,34570.93,194.77,573.92,44.81,1
Brazil,2021,Prepared Food,24282.86,28463.98,110.28,101.68,53.01,1
Indonesia,2024,Grains & Cereals,19616.76,16787.22,116.5,253.22,61.54,0
Canada,2024,Dairy Products,1999.4300000000003,2209.1500000000015,81.15,250.93,45.9,0
Argentina,2019,Meat & Seafood,34166.79,40472.4,46.19,652.71,66.69,1
Mexico,2018,Beverages,46773.98,48206.73,84.36,988.47,32.33,1
China,2022,Dairy Products,46538.54,48512.62,28.93,200.8,54.15,1
Russia,2021,Dairy Products,11491.37,10326.31,138.19,463.47,58.49,0
Mexico,2024,Beverages,43696.76,38169.41,104.85,1153.5,42.0,1
UK,2023,Grains & Cereals,17496.98,20725.2,85.12,1235.29,35.16,0
Italy,2024,Frozen Food,44426.82,39419.51,73.58,1397.97,53.59,1
Japan,2023,Dairy Products,9282.85,7976.8499999999985,44.24,253.85,59.5,0
Japan,2019,Frozen Food,32065.24,36800.09,61.8,738.23,31.96,1
Spain,2022,Bakery Items,26722.17,27929.17,129.95,1242.06,37.52,1
Saudi Arabia,2021,Beverages,7398.360000000001,6727.970000000001,154.96,569.53,64.47,0
Spain,2019,Meat & Seafood,3622.540000000001,3115.1399999999994,34.51,1062.83,63.54,0
USA,2018,Fruits & Vegetables,23255.62,25460.94,151.46,491.13,42.22,0
Indonesia,2023,Bakery Items,4809.689999999999,4984.279999999999,39.14,107.84,60.11,0
Mexico,2019,Beverages,14370.21,16927.69,59.53,639.87,32.55,0
Germany,2022,Prepared Food,8866.149999999998,7180.84,151.04,1211.41,55.91,0
Turkey,2018,Grains & Cereals,22552.63,22164.55,172.3,839.76,46.65,0
Mexico,2020,Frozen Food,41734.14,46916.87,80.04,1192.94,69.61,1
Spain,2019,Dairy Products,21239.11,19429.83,91.54,531.67,66.48,0
Japan,2022,Prepared Food,29107.43,29245.63,41.61,218.47,64.35,1
Turkey,2023,Bakery Items,533.5699999999997,560.9799999999996,134.44,69.81,37.15,0
UK,2022,Prepared Food,46401.05,48577.0,126.89,258.06,63.37,1
Japan,2020,Meat & Seafood,22704.79,22767.89,109.48,1296.89,67.43,0
South Africa,2020,Fruits & Vegetables,6960.419999999998,7031.060000000001,97.19,105.43,37.07,0
Spain,2019,Dairy Products,42902.4,40219.21,161.36,955.17,62.19,1
Mexico,2022,Prepared Food,8042.220000000001,7615.360000000001,23.76,697.81,55.53,0
USA,2021,Dairy Products,5585.75,6072.8499999999985,52.1,1188.67,38.62,0
South Korea,2023,Bakery Items,17794.58,17921.04,20.63,904.78,61.89,0
Brazil,2019,Dairy Products,30097.01,27556.1,83.75,951.46,61.41,1
Russia,2024,Prepared Food,6267.9000000000015,5730.43,182.82,1254.11,37.77,0
USA,2023,Prepared Food,35785.61,41521.98,150.06,163.45,41.76,1
USA,2018,Prepared Food,46778.67,46048.82,183.41,230.94,36.95,1
China,2024,Frozen Food,45552.71,53739.43,156.02,270.5,67.96,1
Turkey,2018,Prepared Food,2537.529999999999,2519.2700000000004,33.52,44.16,31.55,0
South Korea,2022,Grains & Cereals,27519.0,27745.27,163.55,791.56,42.95,1
Indonesia,2024,Frozen Food,44612.93,45623.52,93.88,1206.98,49.42,1
Italy,2021,Beverages,1756.7000000000007,1780.3600000000006,126.15,183.95,37.21,0
Mexico,2022,Dairy Products,21686.39,18997.42,82.69,440.06,64.18,0
Brazil,2020,Beverages,8037.57,9462.71,50.79,409.67,64.5,0
France,2019,Fruits & Vegetables,30265.74,27579.4,73.17,25.11,32.72,1
Brazil,2020,Meat & Seafood,35756.27,29631.95,182.04,881.59,50.32,1
South Korea,2019,Meat & Seafood,15462.88,17410.11,71.52,548.5,50.43,0
Canada,2019,Fruits & Vegetables,13800.61,14300.07,53.27,265.22,59.43,0
Indonesia,2021,Prepared Food,48499.44,49055.91,41.74,569.56,51.43,1
USA,2018,Frozen Food,20534.12,22972.25,90.13,699.74,38.54,0
China,2024,Meat & Seafood,44313.75,48631.01,108.24,684.06,53.34,1
Spain,2020,Prepared Food,25153.49,26899.88,25.7,260.55,66.62,1
UK,2022,Beverages,17580.51,19982.08,58.39,1265.72,54.68,0
Argentina,2022,Prepared Food,23655.31,23348.89,79.57,83.43,48.77,0
Japan,2020,Dairy Products,15176.46,13202.09,63.83,162.07,43.96,0
Turkey,2024,Fruits & Vegetables,5214.720000000001,5805.3499999999985,52.33,1376.05,62.29,0
Spain,2020,Grains & Cereals,15753.94,13558.12,124.64,253.44,61.48,0
Saudi Arabia,2023,Prepared Food,38470.53,32336.93,186.34,372.01,35.22,1
Germany,2023,Meat & Seafood,36023.96,30105.02,39.73,1099.99,62.02,1
India,2023,Bakery Items,37698.37,36436.28,28.26,90.79,34.42,1
China,2024,Fruits & Vegetables,14112.86,16584.4,72.25,1333.34,34.54,0
Mexico,2018,Prepared Food,44042.55,47727.23,30.99,1251.2,58.46,1
Canada,2020,Frozen Food,14982.46,12154.94,106.96,427.53,63.19,0
UK,2018,Fruits & Vegetables,32333.47,38720.22,150.97,752.32,64.33,1
India,2018,Fruits & Vegetables,24208.08,21417.2,196.57,1029.54,66.89,0
Brazil,2018,Beverages,32795.6,37385.22,122.13,667.32,34.59,1
Indonesia,2023,Meat & Seafood,26972.75,23026.53,103.94,454.48,37.06,0
Brazil,2023,Meat & Seafood,23314.59,20936.8,167.1,659.43,44.29,0
UK,2018,Bakery Items,25539.28,28544.06,164.53,1094.29,47.99,1
South Africa,2022,Grains & Cereals,46451.63,39707.99,104.93,1223.69,58.84,1
India,2018,Prepared Food,29156.88,33590.67,90.47,1067.52,52.58,1
Indonesia,2021,Grains & Cereals,39316.95,36589.5,112.78,189.35,67.45,1
Japan,2021,Prepared Food,27210.3,27979.67,45.43,1137.87,45.44,1
India,2018,Fruits & Vegetables,5558.27,5169.4000000000015,180.66,1118.5,52.7,0
Japan,2021,Grains & Cereals,35972.5,38671.77,34.68,145.29,49.41,1
Canada,2021,Frozen Food,34379.48,37594.21,104.98,359.03,31.81,1
Italy,2018,Bakery Items,43460.32,51777.73,107.63,541.25,40.23,1
South Africa,2023,Meat & Seafood,19412.2,18532.37,36.13,813.79,36.99,0
Canada,2023,Prepared Food,46789.67,47361.14,174.92,1320.44,34.79,1
Japan,2020,Grains & Cereals,40204.59,43618.55,21.08,1051.82,47.65,1
Australia,2023,Meat & Seafood,24682.22,28654.54,182.5,1173.32,41.6,1
China,2020,Frozen Food,41022.69,37983.5,124.4,595.8,45.31,1
South Korea,2020,Grains & Cereals,23062.5,26536.15,78.77,1317.97,55.48,0
Russia,2024,Fruits & Vegetables,9075.75,8738.839999999998,83.56,869.57,44.0,0
Russia,2018,Frozen Food,5738.459999999999,6447.91,33.99,1302.66,61.26,0
Germany,2021,Meat & Seafood,20741.31,22020.13,189.06,1036.27,31.8,0
Japan,2023,Grains & Cereals,5238.169999999998,4223.73,58.54,99.46,44.58,0
UK,2023,Fruits & Vegetables,6249.739999999998,6674.639999999999,53.21,446.03,39.3,0
Spain,2019,Dairy Products,5227.610000000001,6105.450000000001,55.64,1354.95,59.9,0
UK,2024,Prepared Food,38206.78,32981.14,65.26,981.18,61.86,1
Argentina,2022,Meat & Seafood,12421.08,12731.67,114.22,1324.66,53.11,0
China,2022,Bakery Items,1393.3499999999985,1181.6500000000015,97.46,1196.78,33.39,0
India,2021,Fruits & Vegetables,19352.73,16499.62,30.08,607.53,65.34,0
Canada,2024,Dairy Products,25383.46,24480.33,22.15,201.71,56.01,0
USA,2023,Dairy Products,22462.46,25994.95,69.93,1190.43,66.93,0
Japan,2018,Bakery Items,7499.799999999999,6557.209999999999,147.24,601.02,69.67,0
Germany,2019,Beverages,12946.24,12645.64,148.32,653.75,50.49,0
Spain,2024,Frozen Food,17849.11,18029.79,69.27,545.32,59.11,0
India,2024,Beverages,19678.15,19772.16,173.21,1137.81,55.62,0
Germany,2024,Prepared Food,7322.68,7798.369999999999,89.85,240.95,54.05,0
India,2022,Beverages,31791.18,27882.5,140.94,272.42,58.72,1
India,2022,Fruits & Vegetables,19895.02,18052.81,90.72,360.53,43.25,0
Argentina,2024,Frozen Food,22381.44,23224.97,115.02,871.36,52.48,0
Canada,2021,Bakery Items,24999.74,20405.37,199.08,1245.58,45.23,0
Japan,2020,Grains & Cereals,2029.7099999999991,1939.6399999999994,167.54,755.19,58.22,0
China,2018,Dairy Products,8971.560000000001,8331.8,29.86,983.07,34.79,0
Germany,2021,Dairy Products,8025.09,9211.620000000003,30.09,281.02,56.2,0
Russia,2021,Frozen Food,13833.33,12039.53,124.84,377.44,68.18,0
Argentina,2019,Dairy Products,27903.12,30467.52,114.51,1189.02,63.27,1
Saudi Arabia,2021,Beverages,45111.22,38372.58,101.35,166.36,69.61,1
Germany,2024,Grains & Cereals,29844.57,33358.93,139.27,966.21,33.66,1
Canada,2018,Fruits & Vegetables,6023.68,5862.0999999999985,147.63,1237.29,51.4,0
Indonesia,2022,Fruits & Vegetables,36567.57,39207.3,153.83,362.32,59.99,1
Mexico,2018,Fruits & Vegetables,8610.599999999999,9965.75,176.51,188.16,39.55,0
Argentina,2018,Dairy Products,665.7599999999984,777.8499999999985,59.98,111.12,66.17,0
Italy,2021,Frozen Food,24247.74,22169.09,169.1,1375.81,31.54,0
Australia,2024,Frozen Food,29146.86,29856.58,85.87,1050.94,49.12,1
South Korea,2023,Dairy Products,28953.39,23474.35,85.73,692.25,48.77,1
Canada,2018,Bakery Items,32055.29,32302.72,183.77,402.02,67.39,1
Argentina,2021,Fruits & Vegetables,15039.52,14360.69,189.16,405.88,47.49,0
Argentina,2019,Bakery Items,23175.08,23172.64,33.68,441.44,53.12,0
Argentina,2020,Prepared Food,36320.0,35895.51,42.43,87.64,41.94,1
France,2023,Dairy Products,40955.59,44365.92,69.07,46.2,65.91,1
Germany,2020,Dairy Products,9226.39,8137.32,38.68,1360.41,35.29,0
USA,2022,Grains & Cereals,47623.36,41440.21,63.62,1017.66,36.88,1
Mexico,2018,Prepared Food,30409.26,34781.39,137.76,1270.57,43.87,1
Spain,2019,Beverages,7833.470000000001,6547.299999999999,67.48,853.29,48.57,0
South Korea,2021,Frozen Food,34254.0,29249.07,191.89,889.85,66.88,1
USA,2018,Fruits & Vegetables,27243.29,27718.98,160.0,595.58,41.81,1
China,2024,Dairy Products,5317.02,4775.77,112.06,768.63,34.47,0
Indonesia,2018,Dairy Products,42498.75,39782.71,125.42,525.6,43.62,1
Germany,2024,Meat & Seafood,14143.32,13506.93,171.49,86.22,59.68,0
Saudi Arabia,2023,Bakery Items,9972.790000000003,8508.79,62.35,1286.68,48.2,0
Argentina,2022,Prepared Food,14467.99,16747.79,52.17,642.86,52.0,0
Australia,2021,Beverages,33306.19,36955.43,67.29,549.4,66.72,1
India,2024,Prepared Food,32300.63,31228.77,46.82,203.31,49.55,1
Saudi Arabia,2020,Prepared Food,36375.37,34364.64,49.62,420.74,60.54,1
South Africa,2019,Meat & Seafood,42336.15,42536.36,68.21,1382.38,53.75,1
Argentina,2021,Meat & Seafood,25618.78,20729.63,124.0,519.61,36.5,0
France,2024,Beverages,33050.66,35584.18,80.09,12.82,38.53,1
Brazil,2020,Prepared Food,12803.24,12143.22,27.39,1374.28,51.76,0
USA,2018,Dairy Products,33862.46,39973.68,92.9,1241.24,59.37,1
Saudi Arabia,2020,Prepared Food,41156.07,45644.2,126.0,1094.76,61.36,1
Brazil,2022,Fruits & Vegetables,16101.93,13941.75,59.26,849.77,64.66,0
Australia,2022,Frozen Food,37582.45,41611.09,167.94,1209.51,48.1,1
India,2019,Beverages,19177.34,19092.4,195.24,1112.59,63.68,0
USA,2022,Meat & Seafood,4581.110000000001,4174.810000000001,155.34,211.45,62.13,0
Spain,2018,Meat & Seafood,504.22999999999956,411.0400000000009,21.21,932.3,64.37,0
Argentina,2022,Fruits & Vegetables,16702.75,19585.76,58.49,387.21,40.65,0
Saudi Arabia,2019,Grains & Cereals,8686.640000000001,9196.599999999999,183.13,1377.33,44.71,0
Spain,2021,Dairy Products,3417.34,2795.2000000000007,32.63,809.83,49.02,0
China,2021,Beverages,37623.8,39764.58,123.82,924.5,63.26,1
Australia,2022,Dairy Products,33923.62,28921.39,195.02,909.28,68.7,1
Germany,2019,Grains & Cereals,44186.66,44229.14,101.1,16.66,34.56,1
Turkey,2023,Bakery Items,42043.11,40712.88,54.14,983.64,59.16,1
Argentina,2022,Bakery Items,40591.28,45816.8,28.55,866.04,43.32,1
France,2024,Prepared Food,1068.0900000000001,1071.3600000000006,172.65,1130.56,52.0,0
South Africa,2018,Bakery Items,19247.18,19077.03,42.72,682.76,47.08,0
Russia,2020,Bakery Items,41810.85,39389.6,89.44,150.69,39.83,1
Spain,2019,Grains & Cereals,24795.75,23650.69,27.32,496.57,66.55,0
Spain,2021,Fruits & Vegetables,30570.0,29286.54,134.63,1396.92,52.17,1
Mexico,2019,Frozen Food,42432.2,45153.58,110.04,226.78,37.46,1
Spain,2023,Fruits & Vegetables,29527.31,32708.12,177.67,871.21,57.64,1
Japan,2020,Bakery Items,5536.510000000002,5372.639999999999,199.97,1266.71,46.76,0
Germany,2022,Frozen Food,8884.49,9205.539999999999,106.43,466.41,55.13,0
Turkey,2020,Frozen Food,36134.86,30614.93,62.98,1104.62,53.02,1
Brazil,2019,Beverages,17989.08,20317.06,117.72,156.61,36.12,0
Canada,2019,Bakery Items,45787.0,53784.39,63.77,1144.08,56.42,1
Turkey,2019,Beverages,12399.19,10620.16,85.68,28.85,47.9,0
Canada,2020,Frozen Food,28007.66,25132.52,117.41,604.29,49.97,1
Saudi Arabia,2024,Grains & Cereals,18392.83,19648.54,139.8,601.8,38.64,0
South Korea,2023,Prepared Food,33989.45,33107.88,152.72,125.27,69.08,1
USA,2021,Grains & Cereals,17632.06,15581.03,24.63,967.82,53.73,0
Brazil,2018,Fruits & Vegetables,39104.07,42722.78,141.22,248.56,44.85,1
Spain,2021,Bakery Items,32740.54,34423.82,151.79,312.26,40.23,1
India,2020,Meat & Seafood,35574.94,40820.81,64.17,279.12,41.83,1
India,2020,Fruits & Vegetables,37972.33,32373.2,86.65,711.6,51.7,1
Mexico,2019,Dairy Products,9265.190000000002,7958.540000000001,141.83,419.36,47.35,0
Turkey,2018,Beverages,13524.46,16111.36,113.6,435.05,60.04,0
Canada,2019,Bakery Items,38681.78,39867.05,185.97,717.14,49.27,1
USA,2019,Dairy Products,22768.25,22328.64,26.31,95.03,50.42,0
Saudi Arabia,2019,Bakery Items,40688.65,37806.24,97.58,1136.44,69.46,1
Russia,2018,Bakery Items,15802.09,17956.87,132.33,122.14,59.4,0
Saudi Arabia,2022,Beverages,28267.81,27957.45,190.88,509.25,38.79,1
Japan,2020,Prepared Food,9360.19,9619.37,158.4,578.56,62.02,0
Turkey,2024,Fruits & Vegetables,33614.07,32623.83,35.02,1045.46,49.35,1
Australia,2024,Bakery Items,45258.75,42228.86,114.78,544.7,46.66,1
South Africa,2023,Prepared Food,25617.1,30499.99,66.38,1284.1,53.8,1
Indonesia,2020,Bakery Items,48266.28,46014.47,82.99,185.74,65.77,1
Saudi Arabia,2020,Bakery Items,11520.09,11797.88,180.68,913.92,45.14,0
South Africa,2024,Grains & Cereals,28886.32,27282.46,142.77,1363.17,31.8,1
Indonesia,2018,Meat & Seafood,18733.78,21957.44,94.23,892.48,57.93,0
Japan,2020,Prepared Food,40006.1,46604.49,76.33,1301.97,33.33,1
Italy,2023,Prepared Food,28982.57,28253.05,47.06,191.98,33.6,1
France,2020,Grains & Cereals,1761.4599999999991,1495.4799999999996,162.34,991.45,32.92,0
Mexico,2022,Fruits & Vegetables,28403.53,31672.29,99.03,11.58,55.44,1
Germany,2022,Prepared Food,37743.88,38738.98,46.66,119.76,32.52,1
UK,2019,Frozen Food,46493.84,53600.3,176.13,1399.97,47.36,1
Indonesia,2020,Beverages,35244.32,39067.47,30.67,1330.07,61.65,1
Turkey,2020,Grains & Cereals,29258.29,26546.09,158.11,609.53,43.02,1
South Africa,2023,Prepared Food,24001.75,24944.99,73.74,857.66,47.13,0
Japan,2019,Bakery Items,18087.87,19442.24,34.88,671.27,43.23,0
France,2023,Frozen Food,42441.31,45200.44,77.05,201.51,53.12,1
Indonesia,2024,Beverages,10968.83,12751.88,186.86,62.95,69.84,0
Brazil,2018,Frozen Food,15120.72,17927.24,144.96,557.85,42.18,0
Germany,2023,Prepared Food,41325.75,46510.43,137.48,1331.94,53.83,1
Brazil,2024,Prepared Food,32131.15,26414.69,171.0,841.62,30.67,1
Germany,2018,Grains & Cereals,7027.510000000002,6827.82,193.88,176.04,34.86,0
Spain,2022,Dairy Products,17552.92,18078.2,29.92,918.87,40.64,0
Australia,2024,Prepared Food,40280.78,44555.83,91.29,631.94,36.47,1
Italy,2024,Prepared Food,39430.11,33967.67,195.56,1238.38,51.91,1
Indonesia,2022,Beverages,6814.9000000000015,5714.470000000001,155.41,175.92,61.03,0
Canada,2022,Meat & Seafood,41155.07,36779.53,167.03,218.12,43.33,1
Germany,2021,Prepared Food,13820.66,13572.91,199.93,959.44,48.16,0
USA,2022,Meat & Seafood,37796.42,39306.88,164.53,1122.28,31.53,1
Indonesia,2022,Beverages,9380.46,10402.320000000002,132.16,891.06,47.86,0
Canada,2020,Beverages,4305.110000000001,3922.5699999999997,80.74,1165.92,50.27,0
Mexico,2020,Meat & Seafood,43358.51,40559.91,146.74,320.44,51.33,1
Australia,2024,Fruits & Vegetables,33383.46,31641.85,179.15,700.52,42.09,1
